,Exposure,VehValue,VehAge,VehBody,DrivAge,ClaimNb,ClaimAmount,ClaimOcc
110,0.225032,1.1564138,2,5,5,0.0,0.0,0
111,0.37002915,1.3172214,1,1,2,0.0,0.0,0
112,0.60518134,2.1727774,1,3,4,0.0,0.0,0
113,0.3094937,3.4491682,2,4,3,0.0,0.0,0
114,0.0711526,1.6827587,1,6,2,0.0,0.0,0
115,0.5580952,1.1667805,3,2,2,0.0,0.0,0
116,0.5134051,1.9669465,3,3,2,0.0,0.0,0
117,0.4678833,1.5298177,1,3,2,0.0,0.0,0
118,0.67705786,1.4577549,2,2,5,0.0,0.0,0
119,0.48029152,2.0335822,2,4,2,0.0,0.0,0
120,0.20752746,1.3376803,3,3,3,0.0,0.0,0
121,0.5740815,2.6175468,3,5,4,1.0,926.93115,1
122,0.73586255,1.2351005,2,2,4,0.0,0.0,0
123,0.79315394,2.0107338,2,3,5,1.0,620.06946,1
124,0.30650243,1.5196999,2,2,4,0.0,0.0,0
125,0.6590618,1.6037091,3,3,1,1.0,831.7505,1
126,0.33564335,1.6408801,3,2,4,1.0,482.8598,1
127,0.6411003,1.2721808,3,5,2,0.0,0.0,0
128,0.7479124,1.2492387,3,5,3,0.0,0.0,0
129,0.6856235,1.1219864,3,4,2,0.0,0.0,0
130,0.37921673,1.4846653,2,3,3,0.0,0.0,0
131,0.2846883,2.628039,3,3,4,0.0,0.0,0
132,0.2231061,1.4837857,1,5,2,0.0,0.0,0
133,0.83022887,1.7281,1,6,3,0.0,0.0,0
134,0.30976778,1.7596499,2,3,2,0.0,0.0,0
135,0.06564975,1.2003865,3,2,3,0.0,0.0,0
136,0.7926927,1.2809739,3,3,3,0.0,0.0,0
137,0.4396976,1.2654736,2,6,4,0.0,0.0,0
138,0.7319991,1.7715142,2,6,3,0.0,0.0,0
139,0.285333,1.6325266,3,4,2,0.0,0.0,0
140,0.5026711,1.5597836,3,5,3,0.0,0.0,0
141,0.257887,1.6028332,1,4,5,0.0,0.0,0
142,0.24009013,1.1523674,2,2,2,0.0,0.0,0
143,0.27935374,1.4433496,3,2,3,0.0,0.0,0
144,0.52935624,2.9881215,2,3,2,0.0,0.0,0
145,0.26857126,1.3871521,2,3,3,0.0,0.0,0
146,0.81069016,1.2872754,2,5,3,0.0,0.0,0
147,0.33632958,2.2182436,2,4,2,0.0,0.0,0
148,0.56503403,1.1951833,2,5,4,0.0,0.0,0
149,0.2149795,1.2542493,2,6,2,0.0,0.0,0
150,0.42380014,2.0049994,2,3,1,0.0,0.0,0
151,0.37613216,1.0951574,3,6,4,0.0,0.0,0
152,0.31672245,1.016715,3,5,3,0.0,0.0,0
153,0.26984692,1.2279532,3,1,3,0.0,0.0,0
154,0.3982172,1.1195202,3,5,3,0.0,0.0,0
155,0.47528312,1.8575479,4,1,3,0.0,0.0,0
156,0.39223677,1.9227073,2,5,2,0.0,0.0,0
157,0.68086785,1.8445157,2,2,4,0.0,0.0,0
158,0.6508067,1.9925711,2,2,4,0.0,0.0,0
159,0.30141723,1.2327209,3,4,2,0.0,0.0,0
160,0.21160173,1.2408754,1,2,2,0.0,0.0,0
161,0.49391288,1.9194891,2,6,4,0.0,0.0,0
162,0.30123204,3.9692698,2,3,4,0.0,0.0,0
163,0.4631784,1.4017159,2,3,3,0.0,0.0,0
164,0.5876443,1.3322332,2,3,4,0.0,0.0,0
165,0.6730596,1.7099195,3,6,2,0.0,0.0,0
166,0.39846754,2.265265,2,3,2,0.0,0.0,0
167,0.30000153,1.5031123,2,2,2,0.0,0.0,0
168,0.7413439,0.86583084,3,4,4,0.0,0.0,0
169,0.27275738,1.4106795,3,4,2,0.0,0.0,0
170,0.8186506,1.1004229,3,3,2,0.0,0.0,0
171,0.56372714,1.2189521,2,4,3,0.0,0.0,0
172,0.2794354,1.1598169,3,5,5,0.0,0.0,0
173,0.4347832,1.217966,3,5,2,0.0,0.0,0
174,0.80852455,1.221798,3,6,3,0.0,0.0,0
175,0.7124771,1.8241981,2,7,3,0.0,0.0,0
176,0.24678908,0.9851644,3,3,4,0.0,0.0,0
177,0.18449375,0.83878434,3,1,2,0.0,0.0,0
178,0.42000568,1.3003243,3,4,5,0.0,0.0,0
179,0.60043454,2.1303566,2,3,4,0.0,0.0,0
180,0.16111472,1.4851186,1,5,5,0.0,0.0,0
181,0.24758273,3.0758982,4,3,4,0.0,0.0,0
182,0.17984957,1.2989559,2,1,5,0.0,0.0,0
183,0.19801575,2.0975027,3,3,2,0.0,0.0,0
184,0.5078217,2.0492134,2,4,2,0.0,0.0,0
185,0.70466566,1.2553539,3,5,5,0.0,0.0,0
186,0.42554614,1.8137562,2,4,2,1.0,386.63867,1
187,0.74879485,1.2815635,2,2,2,0.0,0.0,0
188,0.7121123,1.2727826,2,1,2,0.0,0.0,0
189,0.5849356,1.4034535,2,3,2,0.0,0.0,0
190,0.31609595,1.8712516,3,2,5,0.0,0.0,0
191,0.39864436,1.5680451,3,2,3,0.0,0.0,0
192,0.8462759,1.2057098,1,4,4,0.0,0.0,0
193,0.17170164,3.7486424,4,2,5,0.0,0.0,0
194,0.67316234,1.4692928,1,4,3,0.0,0.0,0
195,0.9349303,1.2213929,2,2,3,0.0,0.0,0
196,0.5957444,1.8199657,2,5,4,0.0,0.0,0
197,0.37136307,1.409392,3,3,4,0.0,0.0,0
198,0.26986057,1.3483303,2,6,3,0.0,0.0,0
199,0.22031692,1.4085302,1,2,4,0.0,0.0,0
200,0.39032233,1.6088624,1,3,1,0.0,0.0,0
201,0.33337742,1.4722297,2,2,2,0.0,0.0,0
202,0.7935747,2.233324,3,2,1,0.0,0.0,0
203,0.33551767,0.8512225,3,1,5,0.0,0.0,0
204,0.09619245,2.3329186,1,6,3,0.0,0.0,0
205,0.23571366,1.0606887,2,1,2,0.0,0.0,0
206,0.6162569,1.9068601,2,2,3,0.0,0.0,0
207,0.30571163,2.088415,2,4,4,1.0,386.2359,1
208,0.7900498,1.4919541,2,2,2,1.0,967.26953,1
209,0.30099875,3.2133589,2,5,2,0.0,0.0,0
210,0.44570535,1.4662575,2,5,3,0.0,0.0,0
211,0.52797514,1.3581985,2,6,4,0.0,0.0,0
212,0.28819644,1.7131449,4,2,3,0.0,0.0,0
213,0.3031347,1.1992708,3,1,3,0.0,0.0,0
214,0.6564768,2.2245898,2,4,1,0.0,0.0,0
215,0.30331355,1.4968615,3,2,1,1.0,496.32153,1
216,0.35339555,1.3524177,3,6,2,0.0,0.0,0
217,0.5713559,0.96132225,2,1,1,0.0,0.0,0
218,0.739063,1.4700139,1,2,3,0.0,0.0,0
219,0.66069126,2.3773978,3,2,2,0.0,0.0,0
220,0.82822824,1.1236635,2,1,2,0.0,0.0,0
221,0.6908792,3.2636127,3,3,2,0.0,0.0,0
222,0.25793108,1.3251464,3,5,2,0.0,0.0,0
223,0.59966177,0.9919431,3,3,2,0.0,0.0,0
224,0.6116367,1.5829364,3,4,3,1.0,1410.1205,1
225,0.16674018,1.4879434,2,3,3,0.0,0.0,0
226,0.16187301,1.9941286,1,3,2,0.0,0.0,0
227,0.65070087,1.4138756,3,4,3,0.0,0.0,0
228,0.7514523,1.4771341,2,3,4,0.0,0.0,0
229,0.55615884,2.7093966,4,4,3,0.0,0.0,0
230,0.6864578,1.274047,2,1,2,0.0,0.0,0
231,0.5568642,1.3189105,3,2,4,0.0,0.0,0
232,0.28401476,1.0488069,2,2,3,0.0,0.0,0
233,0.77550316,1.3593695,2,2,3,0.0,0.0,0
234,0.70390654,1.0929523,3,7,2,0.0,0.0,0
235,0.69453627,1.2149869,3,4,2,0.0,0.0,0
236,0.8195858,1.9517726,1,4,2,0.0,0.0,0
237,0.16882238,1.1784306,4,3,2,0.0,0.0,0
238,0.10321134,1.0246725,3,3,5,0.0,0.0,0
239,0.3338813,2.5268729,2,3,3,0.0,0.0,0
240,0.80647933,1.9198238,3,5,3,0.0,0.0,0
241,0.50807226,1.0775189,3,6,3,0.0,0.0,0
242,0.440904,3.989674,2,4,5,0.0,0.0,0
243,0.10194406,2.0431733,2,3,5,0.0,0.0,0
244,0.3084473,1.5332694,2,2,3,1.0,475.6423,1
245,0.16648832,1.5143187,1,5,1,0.0,0.0,0
246,0.30695158,0.89410937,3,1,3,0.0,0.0,0
247,0.19249317,1.4207867,2,4,2,0.0,0.0,0
248,0.3012766,1.3160322,2,3,4,0.0,0.0,0
249,0.6476885,1.2330629,3,6,3,0.0,0.0,0
250,0.17252374,1.014189,3,4,4,0.0,0.0,0
251,0.4636198,1.2511802,3,4,4,0.0,0.0,0
252,0.23779203,2.0749936,1,2,1,0.0,0.0,0
253,0.57026094,1.3648025,2,4,1,0.0,0.0,0
254,0.457278,1.3697562,2,4,2,0.0,0.0,0
255,0.57899624,1.2838707,3,5,3,0.0,0.0,0
256,0.8267154,1.2511528,2,4,4,0.0,0.0,0
257,0.38669598,1.6158129,2,6,4,0.0,0.0,0
258,0.20262939,1.4805923,2,4,4,0.0,0.0,0
259,0.47815323,2.7151866,1,6,3,0.0,0.0,0
260,0.18593338,1.3090723,2,6,1,0.0,0.0,0
261,0.87030065,2.8836734,3,2,5,0.0,0.0,0
262,0.2545808,1.251936,2,1,2,0.0,0.0,0
263,0.65950227,1.7194116,3,5,2,1.0,425.98306,1
264,0.27818042,1.417294,2,2,3,0.0,0.0,0
265,0.45158345,1.7824702,1,3,2,0.0,0.0,0
266,0.44605696,2.2049062,2,4,3,0.0,0.0,0
267,0.36774656,1.2362955,3,3,3,0.0,0.0,0
268,0.3507842,1.8042468,1,5,2,0.0,0.0,0
269,0.7814003,1.4145187,4,1,3,0.0,0.0,0
270,0.47541147,2.2402635,1,4,5,0.0,0.0,0
271,0.19531184,1.0816156,2,1,2,0.0,0.0,0
272,1.0,1.2975626,2,2,5,0.0,0.0,0
273,0.26043022,1.4127514,2,3,2,0.0,0.0,0
274,0.7218735,4.178058,4,8,2,1.0,2652.117,1
275,0.0810079,1.3149576,2,2,4,0.0,0.0,0
276,0.60057133,1.9572053,2,3,4,0.0,0.0,0
277,0.7590263,3.473624,3,4,5,0.0,0.0,0
278,0.7366712,3.3810406,3,2,2,0.0,0.0,0
279,0.5292068,2.5992022,4,4,4,0.0,0.0,0
280,0.19378814,2.4668508,2,5,3,0.0,0.0,0
281,0.26139995,1.3828758,1,6,4,0.0,0.0,0
282,0.75965095,1.3572838,1,2,4,0.0,0.0,0
283,0.78900033,1.5417541,2,4,4,2.0,1177.3544,1
284,0.62423223,1.6718603,2,2,5,0.0,0.0,0
285,0.48254406,1.6572474,2,1,4,1.0,473.70956,1
286,0.58327895,1.7915988,1,4,2,0.0,0.0,0
287,0.2556064,1.3674963,2,2,4,0.0,0.0,0
288,0.7193186,1.6379846,3,3,2,0.0,0.0,0
289,0.22711901,1.4458848,1,2,4,0.0,0.0,0
290,0.573183,1.28514,4,2,5,0.0,0.0,0
291,0.7807132,1.7296021,3,2,5,0.0,0.0,0
292,0.21847516,2.374841,3,5,1,0.0,0.0,0
293,0.24006286,1.7931106,3,2,5,0.0,0.0,0
294,0.5969583,1.9865607,2,3,1,0.0,0.0,0
295,0.71838784,1.5180047,3,3,5,0.0,0.0,0
296,0.7790376,1.7096436,1,2,3,1.0,470.0396,1
297,0.22224315,1.1172103,1,5,3,0.0,0.0,0
298,0.53075475,2.0511572,3,4,3,0.0,0.0,0
299,0.2351378,0.85951316,3,2,3,0.0,0.0,0
300,0.7419317,1.1769495,3,6,2,0.0,0.0,0
301,0.54393905,1.3208666,3,4,4,0.0,0.0,0
302,0.6700016,1.1903123,3,3,2,0.0,0.0,0
303,0.50838244,1.2380953,2,5,2,0.0,0.0,0
304,0.7916224,1.0517492,2,1,4,0.0,0.0,0
305,0.31383598,1.329263,3,4,2,0.0,0.0,0
306,0.3657053,1.9519665,1,3,4,0.0,0.0,0
307,0.8197187,1.2453519,1,1,2,1.0,3968.2898,1
308,0.64425236,1.116474,2,6,2,0.0,0.0,0
309,0.14172256,1.7998322,3,2,4,0.0,0.0,0
310,0.63262266,2.055161,2,5,5,0.0,0.0,0
311,0.65201974,1.8473569,2,2,4,0.0,0.0,0
312,0.34333175,1.2900652,3,3,5,0.0,0.0,0
313,0.35647374,1.9759994,2,7,3,0.0,0.0,0
314,0.6736995,2.2686422,3,6,3,0.0,0.0,0
315,0.25344935,1.5089028,2,4,5,0.0,0.0,0
316,0.344821,1.2005126,3,2,2,0.0,0.0,0
317,0.63945615,1.4926752,2,3,3,0.0,0.0,0
318,0.57037187,1.776484,3,2,2,0.0,0.0,0
319,0.24139564,1.5560468,1,7,4,0.0,0.0,0
320,0.4824687,1.0655875,3,4,4,0.0,0.0,0
321,0.31125715,2.0063093,1,2,2,0.0,0.0,0
322,0.10445815,1.5545174,2,4,4,0.0,0.0,0
323,0.30502504,1.636363,1,4,2,0.0,0.0,0
324,0.34175998,1.9463536,3,6,2,0.0,0.0,0
325,0.08140603,1.8769779,2,4,5,0.0,0.0,0
326,0.47257748,2.5513449,2,3,3,1.0,383.3089,1
327,0.6413593,1.7839805,2,7,4,0.0,0.0,0
328,0.50477546,2.3541996,3,4,2,0.0,0.0,0
329,0.7778077,1.0535703,2,1,2,0.0,0.0,0
330,0.31979537,1.432147,2,2,2,0.0,0.0,0
331,0.42799687,1.9163592,3,5,5,0.0,0.0,0
332,0.26628196,3.0625997,2,6,2,0.0,0.0,0
333,0.8317858,1.5376371,2,4,5,0.0,0.0,0
334,0.76592886,1.8602581,2,2,2,0.0,0.0,0
335,0.2607078,1.3062869,3,2,2,0.0,0.0,0
336,0.73104924,1.1983335,2,2,5,0.0,0.0,0
337,0.47655535,1.2965088,3,2,2,0.0,0.0,0
338,0.21961318,3.267349,2,3,3,0.0,0.0,0
339,0.5021119,2.4047318,1,3,3,0.0,0.0,0
340,0.627817,1.3113806,2,2,4,0.0,0.0,0
341,0.14790303,1.9806926,2,4,3,0.0,0.0,0
342,0.41206783,1.8580645,2,8,2,0.0,0.0,0
343,0.22313091,1.337132,2,5,2,0.0,0.0,0
344,0.21740317,1.2451446,3,5,5,0.0,0.0,0
345,0.77883714,3.81847,4,2,3,0.0,0.0,0
346,0.7090794,1.0874898,3,3,5,0.0,0.0,0
347,0.2953477,1.7281553,2,6,4,0.0,0.0,0
348,0.4087853,2.2199013,3,3,2,0.0,0.0,0
349,0.47604862,1.5922116,2,5,1,0.0,0.0,0
350,0.4143712,2.2670527,4,7,3,0.0,0.0,0
351,0.27826548,2.5796735,3,8,4,0.0,0.0,0
352,0.33978057,1.1221701,3,4,3,0.0,0.0,0
353,0.49187055,1.3157945,2,6,3,0.0,0.0,0
354,0.47842064,2.1771784,1,3,5,0.0,0.0,0
355,0.46172577,1.1883132,3,4,5,0.0,0.0,0
356,0.24328706,2.8192463,2,3,2,0.0,0.0,0
357,0.41343397,1.8864864,2,6,3,0.0,0.0,0
358,0.6366775,1.7627546,3,3,4,1.0,3881.881,1
359,0.9992538,1.3541741,2,6,2,0.0,0.0,0
360,0.71673465,1.8819476,3,3,4,0.0,0.0,0
361,0.79542744,1.5275079,2,2,4,0.0,0.0,0
362,0.80294585,2.0923424,1,2,4,0.0,0.0,0
363,0.75269115,1.072375,3,6,3,0.0,0.0,0
364,0.2547607,1.2903854,2,3,3,0.0,0.0,0
365,0.77159727,2.1986303,2,3,5,0.0,0.0,0
366,0.28495875,1.717668,3,5,2,0.0,0.0,0
367,0.33882377,1.556801,4,4,2,0.0,0.0,0
368,0.7818321,1.9736038,2,6,6,0.0,0.0,0
369,0.3388331,1.2486947,2,1,2,0.0,0.0,0
370,0.4077312,1.421993,4,1,3,0.0,0.0,0
371,0.47122806,2.8259282,1,4,3,0.0,0.0,0
372,0.69450146,1.7048202,3,4,2,0.0,0.0,0
373,0.5866919,1.1291792,3,5,4,0.0,0.0,0
374,0.5645168,1.818689,3,4,2,0.0,0.0,0
375,0.27257806,1.4764982,2,4,1,0.0,0.0,0
376,0.33240786,1.2261772,4,6,3,0.0,0.0,0
377,0.6662636,1.5016943,1,2,2,0.0,0.0,0
378,0.26794052,1.4094808,2,3,3,0.0,0.0,0
379,0.52331555,1.6470025,1,1,4,0.0,0.0,0
380,0.7631477,1.5783225,2,4,3,1.0,441.1689,1
381,0.41479144,1.2590816,1,5,4,0.0,0.0,0
382,0.25714794,2.0524478,3,2,3,0.0,0.0,0
383,0.8506726,2.1893997,2,3,3,0.0,0.0,0
384,0.6720234,1.05382,3,5,4,0.0,0.0,0
385,0.8509043,1.3760523,1,2,3,0.0,0.0,0
386,0.25886935,1.4999212,2,2,2,0.0,0.0,0
387,0.74157876,3.2088013,3,4,2,0.0,0.0,0
388,0.32076094,1.364044,3,6,3,0.0,0.0,0
389,0.7356957,1.2915981,2,3,3,0.0,0.0,0
390,0.28186548,1.5328609,2,6,2,0.0,0.0,0
391,0.38641724,2.2771177,3,2,5,1.0,1936.3777,1
392,0.73184866,1.2793396,2,6,2,0.0,0.0,0
393,0.38467908,1.5936154,1,2,2,0.0,0.0,0
394,0.8675109,1.1729989,3,6,2,0.0,0.0,0
395,0.7330708,2.285086,2,5,3,0.0,0.0,0
396,0.4317768,1.2262566,2,5,5,0.0,0.0,0
397,0.7996417,1.4157629,3,2,3,0.0,0.0,0
398,0.503593,2.0404174,2,2,2,0.0,0.0,0
399,0.8601627,1.9605987,2,5,3,0.0,0.0,0
400,0.3058228,1.0618358,2,5,3,1.0,628.526,1
401,0.24443114,1.5401073,3,2,4,0.0,0.0,0
402,0.3874666,1.3003359,2,6,1,0.0,0.0,0
403,0.467068,1.4347825,2,2,2,0.0,0.0,0
404,0.21391371,2.037618,2,4,2,0.0,0.0,0
405,0.5837693,2.0388947,3,8,4,1.0,356.26935,1
406,0.5591948,1.6022944,2,6,4,0.0,0.0,0
407,0.2980864,1.3484651,2,2,3,0.0,0.0,0
408,0.57670355,1.7196697,3,3,3,0.0,0.0,0
409,0.5248909,1.5361885,2,2,3,0.0,0.0,0
410,0.77112496,1.2212092,2,6,3,0.0,0.0,0
411,0.46755257,4.9082003,4,3,4,0.0,0.0,0
412,0.24463037,1.5525789,2,5,4,0.0,0.0,0
413,0.17386949,1.3596135,2,3,3,0.0,0.0,0
414,0.649678,1.5825442,1,5,3,0.0,0.0,0
415,0.9643876,1.519677,3,2,4,0.0,0.0,0
416,0.7144857,1.2126955,2,1,1,1.0,1551.9834,1
417,0.70042896,1.9775422,3,6,4,0.0,0.0,0
418,0.22777739,1.1098433,3,1,3,0.0,0.0,0
419,0.77321815,1.5950792,2,4,5,1.0,2782.605,1
420,0.2772556,1.5420796,3,3,5,0.0,0.0,0
421,0.49733782,1.2400234,3,2,3,0.0,0.0,0
422,0.45599163,1.5851563,2,6,2,0.0,0.0,0
423,0.29249102,1.8956665,3,3,4,0.0,0.0,0
424,0.2940504,1.4486413,2,2,2,0.0,0.0,0
425,0.46553087,2.5537696,2,4,1,1.0,383.01624,1
426,0.5039747,1.1473472,3,6,3,0.0,0.0,0
427,0.27782983,1.3482103,4,2,4,0.0,0.0,0
428,0.6294826,2.3663197,1,3,2,0.0,0.0,0
429,0.24711432,1.6757665,2,3,3,0.0,0.0,0
430,0.3436617,2.7931464,4,2,3,1.0,4975.0493,1
431,0.45596218,1.1549652,3,4,5,0.0,0.0,0
432,0.32113135,1.5915875,1,2,2,0.0,0.0,0
433,0.8477695,0.9545237,3,5,4,0.0,0.0,0
434,0.68549556,1.5476886,3,4,1,0.0,0.0,0
435,0.70612514,1.7100403,3,2,6,0.0,0.0,0
436,0.3588578,2.1621792,1,3,1,0.0,0.0,0
437,0.65814424,2.0685158,2,4,4,0.0,0.0,0
438,0.38081506,1.4794128,3,2,4,0.0,0.0,0
439,0.5000304,3.172353,4,2,2,0.0,0.0,0
440,0.5269755,1.3176557,2,6,3,0.0,0.0,0
441,0.25088423,1.5386319,3,3,2,0.0,0.0,0
442,0.65467983,1.7780954,3,6,6,0.0,0.0,0
443,0.5634155,1.479625,2,4,2,1.0,604.55945,1
444,0.72684467,1.9475704,4,2,3,0.0,0.0,0
445,0.67366797,1.1626118,3,3,4,0.0,0.0,0
446,0.21900865,1.5075659,3,3,1,0.0,0.0,0
447,0.26889905,1.9230909,3,4,3,0.0,0.0,0
448,0.4646316,1.8808306,1,2,5,0.0,0.0,0
449,0.3438407,1.4928674,2,3,3,0.0,0.0,0
450,0.45188826,0.6976912,3,3,4,0.0,0.0,0
451,0.64275455,1.8088285,1,6,5,0.0,0.0,0
452,0.5405734,1.5166492,2,2,5,0.0,0.0,0
453,0.26319492,1.343971,2,5,2,0.0,0.0,0
454,0.720925,1.1237683,3,2,5,0.0,0.0,0
455,0.51299083,2.8824043,2,3,2,0.0,0.0,0
456,0.4702696,1.8970133,2,5,3,0.0,0.0,0
457,0.121588826,1.7453536,1,6,3,0.0,0.0,0
458,0.21866022,0.97096056,2,8,1,1.0,3009.6497,1
459,0.40637362,1.4874411,1,5,5,0.0,0.0,0
460,0.7199801,1.910476,1,4,6,0.0,0.0,0
461,0.895257,1.437629,3,4,3,0.0,0.0,0
462,0.58808994,1.3014221,1,1,1,0.0,0.0,0
463,0.2921375,1.241375,3,2,1,0.0,0.0,0
